model,mode,video_id,title,topic,subtopic,query_source,pool_scope,candidate_pool_size,top5,top5_with_scores,gold_keywords,vlm_order,ndcg_at_5,weighted_precision_at_5
word2vec,summary_shortlist,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary_in_summary_shortlist,summary_shortlist:39,39,"Operations with complex numbers, Argand diagram, Imaginary part, Conjugate number, Real part",1. Operations with complex numbers (0.933); 2. Argand diagram (0.771); 3. Imaginary part (0.761); 4. Conjugate number (0.733); 5. Real part (0.719),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9287,0.9333
word2vec,summary_shortlist,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:37,37,"Operations with complex numbers, Imaginary part, Real part, Complex plane, Powers of i",1. Operations with complex numbers (0.962); 2. Imaginary part (0.842); 3. Real part (0.773); 4. Complex plane (0.762); 5. Powers of i (0.679),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7302,0.8
word2vec,summary_shortlist,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:38,38,"Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.744); 3. Imaginary part (0.691); 4. Real part (0.675); 5. Rectangular form (Standard form) (0.602),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec,summary_shortlist,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:38,38,"Equations involving complex numbers, Modulus of a complex number, Algebraic form, Argand diagram, Regions in the complex plane",1. Equations involving complex numbers (1.000); 2. Modulus of a complex number (0.935); 3. Algebraic form (0.934); 4. Argand diagram (0.922); 5. Regions in the complex plane (0.812),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9435,0.9333
word2vec,summary_shortlist,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:61,61,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (0.999); 2. Critical point (0.801); 3. Local maximum (0.797); 4. Local minimum (0.768); 5. Concavity (0.516),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
word2vec,summary_shortlist,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:49,49,"Lagrange multipliers, Constrained optimization, Optimization, Maximum, Minimum",1. Lagrange multipliers (0.946); 2. Constrained optimization (0.888); 3. Optimization (0.826); 4. Maximum (0.783); 5. Minimum (0.752),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
word2vec,summary_shortlist,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:62,62,"Second derivative test, Critical point, Local maximum, Local minimum, Saddle point",1. Second derivative test (0.935); 2. Critical point (0.881); 3. Local maximum (0.874); 4. Local minimum (0.851); 5. Saddle point (0.758),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
word2vec,summary_shortlist,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:49,49,"Constrained optimization, Optimization, Feasible set, Lagrange multipliers, Maximum",1. Constrained optimization (0.988); 2. Optimization (0.912); 3. Feasible set (0.813); 4. Lagrange multipliers (0.768); 5. Maximum (0.737),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
word2vec,summary_shortlist,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:50,50,"KKT conditions, Constrained optimization, Optimal solution, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Constrained optimization (0.925); 3. Optimal solution (0.894); 4. Optimization (0.856); 5. Lagrange multipliers (0.775),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
word2vec,summary_shortlist,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary_in_summary_shortlist,summary_shortlist:58,58,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.960); 2. Chain rule (0.918); 3. Power rule (0.860); 4. Trigonometric rules (0.850); 5. Trigonometric functions (0.822),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
word2vec,summary_shortlist,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary_in_summary_shortlist,summary_shortlist:62,62,"Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1. Chain rule (0.886); 2. Trigonometric rules (0.866); 3. Product rule (0.848); 4. Trigonometric functions (0.817); 5. Power rule (0.807),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
word2vec,summary_shortlist,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary_in_summary_shortlist,summary_shortlist:60,60,"Derivative definition, Trigonometric rules, Constant rule, Chain rule, Power rule",1. Derivative definition (0.934); 2. Trigonometric rules (0.880); 3. Constant rule (0.842); 4. Chain rule (0.817); 5. Power rule (0.764),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7373,0.7333
word2vec,summary_shortlist,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary_in_summary_shortlist,summary_shortlist:61,61,"Exponential rule, Trigonometric rules, Logarithmic rule, Tangent line, Slope",1. Exponential rule (0.878); 2. Trigonometric rules (0.727); 3. Logarithmic rule (0.710); 4. Tangent line (0.683); 5. Slope (0.642),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
word2vec,summary_shortlist,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary_in_summary_shortlist,summary_shortlist:59,59,"Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.895); 3. Power rule (0.875); 4. Sum/Difference rule (0.816); 5. Leibniz notation (0.680),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
word2vec,summary_shortlist_fusion,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,summary_shortlist+late_fusion,summary_shortlist:40,40,"Powers of i, Imaginary part, Powers of complex numbers, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Imaginary part (0.866); 3. Powers of complex numbers (0.772); 4. Operations with complex numbers (0.732); 5. Nth root (0.699),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
word2vec,summary_shortlist_fusion,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,summary_shortlist+late_fusion,summary_shortlist:39,39,"Operations with complex numbers, Conjugate number, Imaginary part, Argand diagram, Real part",1. Operations with complex numbers (0.806); 2. Conjugate number (0.705); 3. Imaginary part (0.669); 4. Argand diagram (0.638); 5. Real part (0.590),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9513,0.9333
word2vec,summary_shortlist_fusion,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:37,37,"Operations with complex numbers, Complex plane, Imaginary part, Real part, Powers of i",1. Operations with complex numbers (0.937); 2. Complex plane (0.861); 3. Imaginary part (0.814); 4. Real part (0.671); 5. Powers of i (0.630),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7302,0.8
word2vec,summary_shortlist_fusion,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:38,38,"Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.795); 3. Imaginary part (0.620); 4. Real part (0.603); 5. Rectangular form (Standard form) (0.559),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
word2vec,summary_shortlist_fusion,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,summary_shortlist+late_fusion,summary_shortlist:38,38,"Equations involving complex numbers, Modulus of a complex number, Algebraic form, Argand diagram, Regions in the complex plane",1. Equations involving complex numbers (1.000); 2. Modulus of a complex number (0.868); 3. Algebraic form (0.845); 4. Argand diagram (0.766); 5. Regions in the complex plane (0.735),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9435,0.9333
word2vec,summary_shortlist_fusion,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,summary_shortlist+late_fusion,summary_shortlist:61,61,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (1.000); 2. Critical point (0.758); 3. Local maximum (0.727); 4. Local minimum (0.694); 5. Concavity (0.516),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
